,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Rank,Release Date,Movie Title,Production Budget ($),Worldwide Gross ($),Domestic Gross ($)
1458,1458,1458,1815,3823,760,1/4/2011,Hop,63000000,188657593,108085305
1459,1459,1459,1816,504,884,5/25/1988,Rambo III,58000000,188715611,53715611
1460,1460,1460,1817,1105,704,6/19/1998,The X Files: Fight the Future,66000000,189176423,83898313
1461,1461,1461,1818,3911,930,6/17/2011,Mr. Poppers's Penguins,55000000,189624452,68224452
1462,1462,1462,1819,751,2233,11/11/1994,The Santa Clause,22000000,189800000,144833357
1463,1463,1463,1820,5315,2032,1/27/2017,A Dog’s Purpose,25000000,189922583,64321890
1464,1464,1464,1821,232,3165,1/1/1978,The Boys from Brazil,12000000,19000000,19000000
1465,1465,1465,1822,1118,2865,7/24/1998,Disturbing Behavior,15000000,19014238,17507368
1466,1466,1466,1823,1095,1811,6/2/1998,The Replacement Killers,30000000,19035741,19035741
1467,1467,1467,1824,4746,3095,12/9/2014,The Drop,12600000,19054534,10724389
1468,1468,1468,1825,1168,3367,11/12/1998,Rushmore,10000000,19080435,17105219
1469,1469,1469,1826,3470,2428,9/23/2009,Capitalism: A Love Story,20000000,19121531,14363397
1470,1470,1470,1827,2158,2211,1/9/2004,Vanity Fair,23000000,19123851,16123851
1471,1471,1471,1828,2924,2895,6/22/2007,A Mighty Heart,15000000,19153568,9176787
1472,1472,1472,1829,503,4445,5/13/1988,Friday the 13th Part VII: The New Blood,2800000,19170001,19170001
1473,1473,1473,1830,3265,4187,11/4/2008,The Visitor,4000000,19174817,9427026
1474,1474,1474,1831,1762,4346,2/8/2002,Martin Lawrence Live: RunTelDat,3000000,19184820,19184820
1475,1475,1475,1832,1913,2101,11/15/2002,Half Past Dead,25000000,19233280,15567860
1476,1476,1476,1833,2751,1629,9/22/2006,Bandidas,35000000,19282590,0
1477,1477,1477,1834,2424,3206,5/8/2005,2046,12000000,19287485,1442338
1478,1478,1478,1835,1210,2258,2/7/1999,Summer of Sam,22000000,19288130,19288130
1479,1479,1479,1836,1638,1466,7/9/2001,Rock Star,38000000,19317765,16991902
1480,1480,1480,1837,1906,2863,11/10/2002,Tuck Everlasting,15000000,19344615,19161999
1481,1481,1481,1838,5365,3174,7/14/2017,Wish Upon,12000000,19379463,12929463
1482,1482,1482,1839,1439,1397,6/10/2000,Get Carter,40000000,19417182,14967182
1483,1483,1483,1840,1222,3990,3/26/1999,Doug's 1st Movie,5000000,19421271,19421271
1484,1484,1484,1841,613,3989,10/23/1991,House Party 2,5000000,19438638,19438638
1485,1485,1485,1842,5139,2441,2/9/2016,The Light Between Oceans,20000000,19450780,12545979
1486,1486,1486,1843,433,4345,1/8/1986,Friday the 13th Part VI: Jason Lives,3000000,19472057,19472057
1487,1487,1487,1844,2445,3369,6/17/2005,The Perfect Man,10000000,19535005,16535005
1488,1488,1488,1845,4803,684,1/16/2015,Blackhat,70000000,19548419,7889395
1489,1489,1489,1846,4712,2273,10/31/2014,Before I Go to Sleep,22000000,19563579,3242457
1490,1490,1490,1847,303,3504,7/8/1981,Heavy Metal,9300000,19571091,19571091
1491,1491,1491,1848,1610,3664,4/27/2001,Akira,8000000,19585,19585
1492,1492,1492,1849,4439,1833,8/3/2013,Dead Man Down,30000000,19599974,10895295
1493,1493,1493,1850,310,4001,10/4/1981,Nighthawks,5000000,19600000,14600000
1494,1494,1494,1851,816,2982,10/27/1995,Vampire in Brooklyn,14000000,19637147,19637147
1495,1495,1495,1852,3699,2612,8/1/2010,Youth in Revolt,18000000,19685588,15285588
1496,1496,1496,1853,1671,2692,8/24/2001,Summer Catch,17000000,19693891,19693891
1497,1497,1497,1854,3449,3469,8/28/2009,The Open Road,10000000,19716,19716
1498,1498,1498,1855,409,2604,4/12/1985,Young Sherlock Holmes,18000000,19739000,19739000
1499,1499,1499,1856,3489,1402,10/23/2009,Amelia,40000000,19756077,14279575
1500,1500,1500,1857,2121,5077,11/7/2003,The Journey,500000,19800,19800
1501,1501,1501,1858,1680,3384,9/3/2001,Get Over It,10000000,19860259,11560259
1502,1502,1502,1859,1047,677,1/16/1998,Hard Rain,70000000,19870567,19870567
1503,1503,1503,1860,2835,4315,12/29/2006,The Dead Girl,3300000,19875,19875
1504,1504,1504,1861,2572,3639,12/23/2005,Caché,8000000,19891331,3647381
1505,1505,1505,1862,887,1818,7/19/1996,Fled,30000000,19892205,17192205
1506,1506,1506,1863,3592,3081,2/26/2010,Un Prophète,13000000,19910624,2087720
1507,1507,1507,1864,1635,3063,6/29/2001,crazy/beautiful,13000000,19929123,16929123
1508,1508,1508,1865,1929,3267,12/4/2002,Frailty,11000000,19947280,13110448
1509,1509,1509,1866,1101,2197,6/11/1998,The Waterboy,23000000,190191646,161491646
1510,1510,1510,1867,2152,1282,12/25/2003,Cheaper by the Dozen,40000000,190212113,138614544
1511,1511,1511,1868,2437,482,5/27/2005,The Longest Yard,82000000,190320568,158119460
1512,1512,1512,1869,3197,405,8/13/2008,Tropic Thunder,90000000,191091250,110461307
1513,1513,1513,1870,480,1337,7/31/1987,The Living Daylights,40000000,191200000,51185000
1514,1514,1514,1871,1408,417,4/8/2000,Hollow Man,90000000,191200000,73209340
1515,1515,1515,1872,618,1716,11/22/1991,The Addams Family,30000000,191502246,113502246
1516,1516,1516,1873,2471,5196,7/22/2005,November,250000,191862,191862
1517,1517,1517,1874,2757,454,9/29/2006,Open Season,85000000,191932158,85105259
1518,1518,1518,1875,4681,918,9/26/2014,The Equalizer,55000000,192903624,101530738
1519,1519,1519,1876,1820,690,5/31/2002,The Sum of All Fears,68000000,193500000,118471320
1520,1520,1520,1877,4021,1490,11/2/2011,Gnomeo and Juliet,36000000,193737977,99967670
1521,1521,1521,1878,5165,811,4/3/2016,London Has Fallen,60000000,193857962,62524260
1522,1522,1522,1879,5182,878,5/2/2016,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000,194058503,709982
1523,1523,1523,1880,4572,705,3/14/2014,Need for Speed,66000000,194169619,43568507
1524,1524,1524,1881,3476,5110,9/25/2009,Paranormal Activity,450000,194183034,107918810
1525,1525,1525,1882,2902,4734,5/9/2007,I Want Someone To Eat Cheese With,1500000,194568,194568
1526,1526,1526,1883,3013,164,11/16/2007,Beowulf,150000000,194995215,82195215
1527,1527,1527,1884,1379,5358,1/14/2000,The Terrorist,25000,195043,195043
1528,1528,1528,1885,4592,1303,4/25/2014,The Other Woman,40000000,195111193,83911193
1529,1529,1529,1886,2606,5369,2/6/2006,The Puffy Chair,15000,195254,194523
1530,1530,1530,1887,300,1896,6/26/1981,For Your Eyes Only,28000000,195300000,54800000
1531,1531,1531,1888,2115,902,11/4/2003,Anger Management,56000000,195660942,135560942
1532,1532,1532,1889,2041,3774,6/13/2003,The Heart of Me,7000000,196067,196067
1533,1533,1533,1890,4763,1434,12/31/2014,Dragon Nest Warriors' Dawn,40000000,196090,0
1534,1534,1534,1891,1791,1127,3/29/2002,Panic Room,48000000,196308367,95308367
1535,1535,1535,1892,2179,584,2/13/2004,50 First Dates,75000000,196320329,120776832
1536,1536,1536,1893,3756,794,10/15/2010,Red,60000000,196439693,90380162
1537,1537,1537,1894,747,928,10/28/1994,Stargate,55000000,196565669,71565669
1538,1538,1538,1895,2680,3216,6/1/2006,Fateless,12000000,196857,196857
1539,1539,1539,1896,4999,1307,9/25/2015,The Intern,40000000,197232734,75764672
1540,1540,1540,1897,5361,834,7/4/2017,Smurfs: The Lost Village,60000000,197242826,45011202
1541,1541,1541,1898,2428,1751,5/10/2005,Wallace & Gromit: The Curse of the Were-Rabbit,30000000,197593152,56068547
1542,1542,1542,1899,4249,1709,10/2/2012,The Vow,30000000,197618160,125014030
1543,1543,1543,1900,4310,58,1/3/2013,Jack the Giant Slayer,195000000,197687603,65187603
1544,1544,1544,1901,1596,1518,3/30/2001,Spy Kids,35000000,197692062,112692062
1545,1545,1545,1902,2403,903,4/3/2005,The Pacifier,56000000,198006880,113006880
1546,1546,1546,1903,1146,925,10/4/1998,City of Angels,55000000,198750909,78750909
1547,1547,1547,1904,3181,3585,7/11/2008,Repo! The Genetic Opera,8500000,198883,140244
1548,1548,1548,1905,1943,791,12/20/2002,Two Weeks Notice,60000000,199043309,93354918
1549,1549,1549,1906,586,3278,1/1/1991,Return to the Blue Lagoon,11000000,2000000,2000000
1550,1550,1550,1907,280,2490,6/20/1980,Can't Stop the Music,20000000,2000000,2000000
1551,1551,1551,1908,76,4804,12/23/1956,The Wrong Man,1200000,2000000,2000000
1552,1552,1552,1909,11,5234,9/2/1933,She Done Him Wrong,200000,2000000,2000000
1553,1553,1553,1910,436,1623,3/10/1986,Playing for Keeps,35000000,2000000,2000000
1554,1554,1554,1911,33,3949,1/8/1944,Wilson,5200000,2000000,2000000
1555,1555,1555,1912,5236,3542,8/26/2016,Greater,9000000,2000093,2000093
1556,1556,1556,1913,1989,4484,3/10/2003,Sur Le Seuil,2500000,2013052,2013052
1557,1557,1557,1914,1498,4872,9/29/2000,The Broken Hearts Club: A Romantic Comedy,1000000,2022442,1744858
1558,1558,1558,1915,2538,3815,10/21/2005,The Work and the Glory: American Zion,6500000,2025032,2025032
1559,1559,1559,1916,668,5383,2/26/1993,El Mariachi,7000,2041928,2040920
1560,1560,1560,1917,3252,4604,10/24/2008,Roadside Romeo,2000000,2046090,55202
1561,1561,1561,1918,1331,5056,10/22/1999,Beyond the Mat,500000,2047570,2047570
1562,1562,1562,1919,4970,3780,8/18/2015,Z Storm,7000000,2053330,0
1563,1563,1563,1920,5079,2,12/18/2015,Star Wars Ep. VII: The Force Awakens,306000000,2058662225,936662225
1564,1564,1564,1921,1218,3202,3/19/1999,Ravenous,12000000,2062406,2062406
1565,1565,1565,1922,1847,5170,7/19/2002,Ayurveda: Art of Being,300000,2066892,16892
1566,1566,1566,1923,2698,4578,6/28/2006,Strangers with Candy,2000000,2077844,2072645
1567,1567,1567,1924,1052,4048,1/30/1998,Zero Effect,5000000,2080693,2080693
1568,1568,1568,1925,5261,4723,10/21/2016,I’m Not Ashamed,1500000,2082980,2082980
1569,1569,1569,1926,3932,5262,7/22/2011,Another Earth,175000,2102779,1321194
1570,1570,1570,1927,315,3201,11/13/1981,The Pursuit of D.B. Cooper,12000000,2104164,2104164
1571,1571,1571,1928,867,3080,5/4/1996,Faithful,13000000,2104439,2104439
1572,1572,1572,1929,5002,4745,9/28/2015,"Me, You and Five Bucks",1500000,2105,2105
1573,1573,1573,1930,814,3827,10/20/1995,Mallrats,6100000,2108367,2108367
1574,1574,1574,1931,291,2707,1/1/1981,Roar,17000000,2110050,2110050
1575,1575,1575,1932,697,2553,11/24/1993,The Nutcracker,19000000,2119994,2119994
1576,1576,1576,1933,355,3903,4/2/1983,Videodrome,5952000,2120439,2120439
1577,1577,1577,1934,5185,3285,5/2/2016,Misconduct,11000000,2124005,0
1578,1578,1578,1935,4433,5086,8/1/2013,Now is Good,500000,2141436,0
1579,1579,1579,1936,3971,4621,9/9/2011,Grave Encounters,2000000,2151887,0
1580,1580,1580,1937,947,1229,1/31/1997,Shadow Conspiracy,45000000,2154540,2154540
1581,1581,1581,1938,1296,3755,8/27/1999,A Dog of Flanders,7000000,2165637,2165637
1582,1582,1582,1939,3403,4989,6/19/2009,Dod sno,800000,2194020,46742
1583,1583,1583,1940,5141,4076,2/9/2016,Yoga Hosers,5000000,2199,0
1584,1584,1584,1941,156,3277,1/1/1970,The Molly Maguires,11000000,2200000,2200000
1585,1585,1585,1942,1034,37,12/19/1997,Titanic,200000000,2207615668,658672302
1586,1586,1586,1943,955,1622,2/28/1997,Smilla's Sense of Snow,35000000,2221994,2221994
1587,1587,1587,1944,2413,4600,4/15/2005,It's All Gone Pete Tong,2000000,2226603,120620
1588,1588,1588,1945,4807,3558,1/20/2015,Veronika Decides to Die,9000000,2243,0
1589,1589,1589,1946,5063,2489,11/13/2015,My All-American,20000000,2246000,2246000
1590,1590,1590,1947,2008,4390,4/4/2003,DysFunkTional Family,3000000,2255000,2255000
1591,1591,1591,1948,1144,3643,9/25/1998,Clay Pigeons,8000000,2256606,1793359
1592,1592,1592,1949,3798,3111,12/17/2010,Casino Jack,12500000,2272186,2039869
1593,1593,1593,1950,587,3642,1/1/1991,Showdown in Little Tokyo,8000000,2275557,2275557
1594,1594,1594,1951,4944,4583,7/8/2015,The Diary of a Teenage Girl,2000000,2279959,1477002
1595,1595,1595,1952,12,5120,9/3/1933,42nd Street,439000,2281000,1438000
1596,1596,1596,1953,2772,2715,10/11/2006,FUR: An Imaginary Portrait of Diane Arbus,16800000,2281089,223202
1597,1597,1597,1954,1514,2497,10/20/2000,The Yards,20000000,2282710,882710
1598,1598,1598,1955,376,4722,2/3/1984,Repo Man,1500000,2300000,2300000
1599,1599,1599,1956,1106,5019,6/19/1998,Hav Plenty,650000,2301777,2301777
1600,1600,1600,1957,450,2705,8/29/1986,Shanghai Surprise,17000000,2315000,2315000
1601,1601,1601,1958,1084,4871,4/24/1998,Two Girls and a Guy,1000000,2315026,2057193
1602,1602,1602,1959,1768,3199,2/15/2002,Last Orders,12000000,2326407,2326407
1603,1603,1603,1960,1592,5330,3/16/2001,Gabriela,50000,2335352,2335352
1604,1604,1604,1961,3073,4594,1/18/2008,Teeth,2000000,2350641,347578
1605,1605,1605,1962,5040,4047,10/23/2015,Jem and the Holograms,5000000,2368937,2184640
1606,1606,1606,1963,1440,3426,6/10/2000,Bamboozled,10000000,2373937,2185266
1607,1607,1607,1964,1110,4721,6/26/1998,Buffalo '66,1500000,2380606,2380606
1608,1608,1608,1965,2752,2647,9/22/2006,Renaissance,18000000,2401413,70644
1609,1609,1609,1966,3955,4129,8/19/2011,Nannerl la soeur de Mozart,4500000,2404639,707885
1610,1610,1610,1967,3936,2526,7/29/2011,The Devil's Double,19100000,2406666,1361512
1611,1611,1611,1968,3240,1962,10/17/2008,What Just Happened,27000000,2412123,1090947
1612,1612,1612,1969,1544,4582,12/5/2000,Hamlet,2000000,2419669,1577287
1613,1613,1613,1970,3853,5233,2/25/2011,The Grace Card,200000,2430735,2430735
1614,1614,1614,1971,4262,4619,10/26/2012,The Ghastly Love of Johnny X,2000000,2436,2436
1615,1615,1615,1972,3649,4257,5/11/2010,Four Lions,3750000,2436111,310007
1616,1616,1616,1973,773,3007,3/31/1995,Jefferson in Paris,14000000,2461628,2461628
1617,1617,1617,1974,3158,3645,6/6/2008,And When Did You Last See Your Father?,8000000,2476491,1071240
1618,1618,1618,1975,784,5190,6/16/1995,The Incredibly True Adventure of Two Girls in Love,250000,2477155,2210408
1619,1619,1619,1976,3726,4136,9/4/2010,After.Life,4500000,2481925,108596
1620,1620,1620,1977,852,2638,2/23/1996,Unforgettable,18000000,2483790,2483790
1621,1621,1621,1978,13,5154,1/1/1934,It Happened One Night,325000,2500000,2500000
1622,1622,1622,1979,56,4788,1/21/1953,Niagara,1250000,2500000,2500000
1623,1623,1623,1980,4367,4688,4/10/2013,Grace Unplugged,1700000,2507159,2507159
1624,1624,1624,1981,1459,4803,7/7/2000,But I'm a Cheerleader,1200000,2509344,2205627
1625,1625,1625,1982,1713,3878,11/16/2001,Novocaine,6000000,2522928,2025238
1626,1626,1626,1983,908,5160,9/20/1996,When The Cat's Away,300000,2525984,1652472
1627,1627,1627,1984,3968,3425,9/9/2011,Bucky Larson: Born to Be a Star,10000000,2529395,2529395
1628,1628,1628,1985,1098,4160,6/3/1998,Love and Death on Long Island,4030000,2542264,2542264
1629,1629,1629,1986,2735,3543,8/18/2006,Trust the Man,9000000,2548378,1530535
1630,1630,1630,1987,4309,4720,1/2/2013,The Gatekeepers,1500000,2592308,2408553
1631,1631,1631,1988,3761,4697,10/15/2010,N-Secure,1600000,2595644,2595644
1632,1632,1632,1989,1227,3589,4/6/1999,Limbo,8300000,2598224,2160710
1633,1633,1633,1990,4454,5263,8/23/2013,Sparrows Dance,175000,2602,2602
1634,1634,1634,1991,2781,3086,10/13/2006,Infamous,13000000,2613717,1151330
1635,1635,1635,1992,134,4757,1/1/1968,Shalako,1455000,2620000,2620000
1636,1636,1636,1993,1204,4702,1/15/1999,Mississippi Mermaid,1600000,2627795,27795
1637,1637,1637,1994,4735,4831,11/21/2014,The Sleepwalker,1100000,2636,2636
1638,1638,1638,1995,1502,5158,10/3/2000,God's Army,300000,2652515,2637726
1639,1639,1639,1996,3083,3754,2/5/2008,Redbelt,7000000,2667084,2344847
1640,1640,1640,1997,1644,4877,7/12/2001,No Man's Land,1000000,2684207,1067481
1641,1641,1641,1998,2216,2704,4/30/2004,Bobby Jones: Stroke of Genius,17000000,2694071,2694071
1642,1642,1642,1999,3461,5224,9/10/2009,Bronson,230000,2703762,104979
1643,1643,1643,2000,1894,3756,10/18/2002,Auto Focus,7000000,2703821,2062066
1644,1644,1644,2001,589,5111,1/1/1991,Straight out of Brooklyn,450000,2712293,2712293
1645,1645,1645,2002,3407,2222,6/26/2009,Chéri,23000000,2715657,2715657
1646,1646,1646,2003,3034,1858,12/14/2007,Goodbye Bafana,30000000,2717302,0
1647,1647,1647,2004,3593,4883,3/2/2010,Ajami,1000000,2721096,621859
1648,1648,1648,2005,4156,3658,5/10/2012,Wuthering Heights,8000000,2721534,100915
1649,1649,1649,2006,403,4724,1/18/1985,Blood Simple,1500000,2730877,1690913
1650,1650,1650,2007,3982,3653,9/16/2011,Restless,8000000,2772511,163753
1651,1651,1651,2008,3529,1,12/18/2009,Avatar,425000000,2783918982,760507625
1652,1652,1652,2009,4996,4575,9/18/2015,Captive,2000000,2791973,2583301
1653,1653,1653,2010,1315,4202,10/9/1999,Love Stinks,4000000,2793776,2793776
1654,1654,1654,2011,825,3276,12/5/1995,The Perez Family,11000000,2794056,2794056
1655,1655,1655,2012,2607,5126,2/8/2006,Quinceanera,400000,2797199,1692693
1656,1656,1656,2013,2570,2770,12/21/2005,The White Countess,16000000,2814566,1669971
1657,1657,1657,2014,3895,4044,5/13/2011,Everything Must Go,5000000,2821010,2712131
1658,1658,1658,2015,3425,4325,7/29/2009,Adam,3200000,2828590,2277396
1659,1659,1659,2016,650,4802,10/23/1992,Reservoir Dogs,1200000,2832029,2832029
1660,1660,1660,2017,1234,2303,4/23/1999,eXistenZ,20700000,2840417,2840417
1661,1661,1661,2018,826,3275,12/14/1995,Othello,11000000,2844379,2844379
1662,1662,1662,2019,4376,4801,4/19/2013,Home Run,1200000,2859955,2859955
1663,1663,1663,2020,2895,3288,4/27/2007,Jindabyne,10800000,2862544,399879
1664,1664,1664,2021,944,5357,1/8/1997,In the Company of Men,25000,2883661,2883661
1665,1665,1665,2022,1199,4689,1/10/1999,"Happy, Texas",1700000,2891228,2039192
1666,1666,1666,2023,2628,3084,3/17/2006,Find Me Guilty,13000000,2898225,1173673
1667,1667,1667,2024,1285,1688,8/12/1999,Cradle Will Rock,32000000,2899970,2899970
1668,1668,1668,2025,2003,4982,3/28/2003,Raising Victor Vargas,800000,2900578,2073984
1669,1669,1669,2026,948,4201,1/31/1997,Waiting for Guffman,4000000,2922988,2922988
1670,1670,1670,2027,4578,1998,3/21/2014,Blood Ties,26000000,2923959,42472
1671,1671,1671,2028,562,5121,3/8/1990,Metropolitan,430000,2938000,2938000
1672,1672,1672,2029,4375,4787,4/19/2013,Filly Brown,1250000,2940411,2850357
1673,1673,1673,2030,1382,1503,1/28/2000,Isn't She Great,36000000,2954405,2954405
1674,1674,1674,2031,42,4260,1/1/1948,The Pirate,3700000,2956000,2956000
1675,1675,1675,2032,904,4386,9/8/1996,Basquiat,3000000,2962051,2962051
1676,1676,1676,2033,3174,3205,7/3/2008,Married Life,12000000,2975188,1506998
1677,1677,1677,2034,5136,2145,1/29/2016,Jane Got a Gun,25000000,2976636,1513793
1678,1678,1678,2035,227,5028,10/8/1977,The Kentucky Fried Movie,600000,20000000,15000000
1679,1679,1679,2036,3806,3640,12/29/2010,Another Year,8000000,20005613,3205706
1680,1680,1680,2037,257,4173,8/17/1979,The Life of Brian,4000000,20008693,20008693
1681,1681,1681,2038,2161,2265,1/10/2004,I Heart Huckabees,22000000,20034713,12784713
1682,1682,1682,2039,1380,3522,1/21/2000,Down to You,9000000,20035310,20035310
1683,1683,1683,2040,344,3616,10/11/1982,Creepshow,8000000,20036244,20036244
1684,1684,1684,2041,3101,2140,3/10/2008,Blindness,25000000,20052958,3073392
1685,1685,1685,2042,4617,5304,6/19/2014,The Past is a Grotesque Animal,100000,20056,20056
1686,1686,1686,2043,2880,2406,3/23/2007,Reign Over Me,20000000,20081987,19661987
1687,1687,1687,2044,1519,3948,10/27/2000,A Room for Romeo Brass,5250000,20097,20097
1688,1688,1688,2045,4668,683,9/5/2014,Legends of Oz: Dorothy’s Return,70000000,20107933,8462347
1689,1689,1689,2046,3418,3220,7/11/2009,Nanjing! Nanjing!,12000000,20122558,122558
1690,1690,1690,2047,203,4344,10/6/1975,Love and Death,3000000,20123742,20123742
1691,1691,1691,2048,885,1211,7/17/1996,Multiplicity,45000000,20133326,20133326
1692,1692,1692,2049,1864,1874,8/23/2002,Serving Sara,29000000,20146150,16930185
1693,1693,1693,2050,2738,2662,8/25/2006,Beerfest,17500000,20159316,19185184
1694,1694,1694,2051,197,3261,1/1/1975,Barry Lyndon,11000000,20169934,20000000
1695,1695,1695,2052,4149,3946,4/27/2012,Hodejegerne,5250000,20188740,1200010
1696,1696,1696,2053,3095,3824,2/22/2008,Die Fälscher,6250000,20199663,5488570
1697,1697,1697,2054,518,3727,12/2/1988,Action Jackson,7000000,20257000,20257000
1698,1698,1698,2055,1156,2402,10/30/1998,Vampires,20000000,20268825,20268825
1699,1699,1699,2056,848,1392,2/16/1996,City Hall,40000000,20278055,20278055
1700,1700,1700,2057,2973,3578,9/3/2007,The Namesake,8500000,20288774,13610521
1701,1701,1701,2058,1570,3358,2/2/2001,Valentine,10000000,20384136,20384136
1702,1702,1702,2059,234,3260,4/13/1978,F.I.S.T,11000000,20388920,20388920
1703,1703,1703,2060,40,3845,12/31/1946,Duel in the Sun,6000000,20400000,20400000
1704,1704,1704,2061,794,4713,7/21/1995,Kids,1500000,20412216,7412216
1705,1705,1705,2062,3846,3812,2/12/2011,Shame,6500000,20412841,4002293
1706,1706,1706,2063,580,1122,11/7/1990,The Adventures of Ford Fairlane,49000000,20423389,20423389
1707,1707,1707,2064,4013,4305,10/21/2011,Margin Call,3400000,20433227,5353586
1708,1708,1708,2065,3375,2699,5/6/2009,My Life in Ruins,17000000,20465206,8665206
1709,1709,1709,2066,3778,433,11/24/2010,The Nutcracker in 3D,90000000,20466016,195459
1710,1710,1710,2067,3382,3006,5/22/2009,Easy Virtue,14000000,20537741,2656784
1711,1711,1711,2068,1697,866,10/19/2001,The Last Castle,60000000,20541668,18208078
1712,1712,1712,2069,2801,2994,11/17/2006,Bobby,14000000,20597806,11242801
1713,1713,1713,2070,3802,2862,12/22/2010,Country Strong,15000000,20601987,20218921
1714,1714,1714,2071,373,4317,11/18/1983,A Christmas Story,3250000,20605209,20605209
1715,1715,1715,2072,3038,1591,12/21/2007,Walk Hard: The Dewey Cox Story,35000000,20606053,18317151
1716,1716,1716,2073,5180,2861,4/29/2016,Keanu,15000000,20609977,20591853
1717,1717,1717,2074,1279,5204,8/1/1999,Sticky Fingers of Time,250000,20628,18195
1718,1718,1718,2075,4851,4549,3/13/2015,It Follows,2000000,20649774,14674077
1719,1719,1719,2076,324,3988,3/11/1982,The Man From Snowy River,5000000,20659423,20659423
1720,1720,1720,2077,1495,3846,9/27/2000,Best in Show,6000000,20695413,18621249
1721,1721,1721,2078,2182,2096,2/20/2004,Eurotrip,25000000,20718223,17718223
1722,1722,1722,2079,2776,1427,10/13/2006,Alex Rider: Operation Stormbreaker,40000000,20722450,659210
1723,1723,1723,2080,1283,4553,8/10/1999,Boys Don't Cry,2000000,20741000,11540607
1724,1724,1724,2081,5137,4014,1/29/2016,Fifty Shades of Black,5000000,20765353,11686940
1725,1725,1725,2082,370,3357,10/21/1983,The Dead Zone,10000000,20766000,20766000
1726,1726,1726,2083,4567,2753,3/10/2014,Left Behind,16000000,20769209,14019924
1727,1727,1727,2084,4224,1395,9/3/2012,A Thousand Words,40000000,20790486,18450127
1728,1728,1728,2085,3006,2408,11/5/2007,Georgia Rule,20000000,20819601,18882880
1729,1729,1729,2086,5323,874,2/24/2017,Rock Dog,60000000,20830546,9420546
1730,1730,1730,2087,1038,550,12/25/1997,The Postman,80000000,20841123,17650704
1731,1731,1731,2088,679,1264,5/28/1993,Super Mario Bros.,42000000,20844907,20844907
1732,1732,1732,2089,1600,4566,3/30/2001,Amores Perros,2000000,20883834,5383834
1733,1733,1733,2090,4401,2940,6/12/2013,Khumba,15000000,20898221,0
1734,1734,1734,2091,4064,3508,12/31/2011,Red Dog,9100000,20927794,0
1735,1735,1735,2092,2469,3730,7/22/2005,The Devil's Rejects,7000000,20940428,17044981
1736,1736,1736,2093,349,3099,12/2/1982,La Guerre du feu,12500000,20959585,20959585
1737,1737,1737,2094,445,4343,7/3/1986,A Room with a View,3000000,20966644,20966644
1738,1738,1738,2095,2940,4985,7/18/2007,Cama adentro,800000,200433,200433
1739,1739,1739,2096,558,1711,2/3/1990,The Hunt for Red October,30000000,200500000,120709866
1740,1740,1740,2097,1603,790,4/7/2001,Cats & Dogs,60000000,200700000,93375151
1741,1741,1741,2098,4417,419,7/8/2013,Percy Jackson: Sea of Monsters,90000000,200859554,68559554
1742,1742,1742,2099,703,1972,12/22/1993,Philadelphia,26000000,201324422,77324422
1743,1743,1743,2100,356,3711,4/15/1983,Flashdance,7000000,201463574,90463574
1744,1744,1744,2101,583,1970,12/21/1990,Kindergarten Cop,26000000,202000000,91457688
1745,1745,1745,2102,564,3019,3/30/1990,Teenage Mutant Ninja Turtles,13500000,202000000,135265915
1746,1746,1746,2103,4967,1883,8/14/2015,Straight Outta Compton,28000000,202043881,161058685
1747,1747,1747,2104,4011,3956,10/21/2011,Paranormal Activity 3,5000000,202053386,104028807
1748,1748,1748,2105,1189,1009,12/25/1998,Patch Adams,50000000,202173000,135014968
1749,1749,1749,2106,1726,647,12/14/2001,Vanilla Sky,70000000,202726605,100614858
1750,1750,1750,2107,4118,1247,3/16/2012,21 Jump Street,42000000,202812429,138447667
1751,1751,1751,2108,3156,408,6/6/2008,You Don't Mess With the Zohan,90000000,202910991,100018837
1752,1752,1752,2109,2568,189,12/21/2005,Fun With Dick And Jane,140000000,203018919,110550000
1753,1753,1753,2110,2942,585,7/20/2007,Hairspray,75000000,203035572,118871849
1754,1754,1754,2111,1133,5195,8/28/1998,I Married a Strange Person,250000,203134,203134
1755,1755,1755,2112,5269,1143,11/11/2016,Arrival,47000000,203178872,100546139
1756,1756,1756,2113,4760,1010,12/25/2014,Into the Woods,50000000,203502372,128002372
1757,1757,1757,2114,5243,1579,9/16/2016,Bridget Jones’s Baby,35000000,203555567,24139805
1758,1758,1758,2115,248,3510,5/25/1979,Alien,9000000,203630630,80930630
1759,1759,1759,2116,2256,426,7/7/2004,King Arthur,90000000,203877963,51877963
1760,1760,1760,2117,3294,413,12/25/2008,Valkyrie,90000000,203902107,83077762
1761,1761,1761,2118,3797,510,12/17/2010,Yogi Bear,80000000,204774690,100246011
1762,1762,1762,2119,2730,458,8/12/2006,The Holiday,85000000,205190324,63280000
1763,1763,1763,2120,3423,1446,7/24/2009,The Ugly Truth,38000000,205298907,88915214
1764,1764,1764,2121,3435,1637,8/14/2009,Gake no ue no Ponyo,34000000,205312666,15090399
1765,1765,1765,2122,622,1315,12/20/1991,JFK,40000000,205400000,70405498
1766,1766,1766,2123,4411,166,6/28/2013,White House Down,150000000,205440387,73103784
1767,1767,1767,2124,5153,2336,3/6/2016,Me Before You,20000000,205445075,56245075
